Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid,Alnabru NO2 µg/m³ Hour,Dekning,Bygdøy Alle NO2 µg/m³ Hour,Dekning,Hjortnes NO2 µg/m³ Hour,Dekning,Kirkeveien NO2 µg/m³ Hour,Dekning,Manglerud NO2 µg/m³ Hour,Dekning,Rv 4- Aker sykehus NO2 µg/m³ Hour,Dekning
06.12.2016 08:00,127.4322121019,100,83.653071998,100,155.5681224755,100,91.6019961758,100,44.1666179918,100,94.9413109909,100
06.12.2016 09:00,127.4176056359,100,83.922380584,100,165.6399322453,100,95.3834356148,100,57.371098826,100,93.9885127671,100
06.12.2016 10:00,137.9578482708,100,110.0619642716,100,150.6290056247,100,83.3372632852,100,54.5955132095,100,88.0846852606,100
06.12.2016 11:00,124.8175325369,100,111.657251392,100,158.690877635,100,85.1872089042,100,56.6218642746,100,91.5377955398,100
06.12.2016 12:00,113.8418080356,100,113.4556978191,100,78.6694729487,100,109.2882754056,100,73.5247988394,100,111.4212246901,100
06.12.2016 13:00,118.4020194597,100,97.0037806059,100,86.1005560994,100,106.7091057521,100,116.5621709299,100,85.1670465098,100
06.12.2016 14:00,145.0748305218,100,109.3479877063,100,108.055360767,100,104.9582784482,100,103.5564604651,100,97.6250687101,100
06.12.2016 15:00,121.8241219321,100,140.212803523,100,103.6328184537,100,111.3238859687,100,80.6772654315,100,132.8619624346,100
06.12.2016 16:00,140.2426885934,100,89.5923001888,100,125.3872734894,100,127.0375269845,100,88.7064410821,100,98.1590809755,100
06.12.2016 17:00,175.7513890917,100,88.7914102964,100,116.9825846444,100,143.3793932173,100,78.3356284576,100,104.7018986565,100
06.12.2016 18:00,194.1934223618,100,103.9706222321,100,121.8276332221,100,131.3349589178,100,79.7877518645,100,81.1037038333,100
06.12.2016 19:00,187.4672414019,100,83.64350639,100,143.0773163525,100,107.7834040598,100,72.8929861419,100,60.7996980876,100
06.12.2016 20:00,164.7237558472,100,87.812136978,100,129.524537833,100,92.3717857207,100,51.8776311317,100,75.0868066035,100
06.12.2016 21:00,95.1963377216,100,95.7159305216,100,96.8798649311,100,78.2059363066,100,68.1920486829,100,68.4609560049,100
06.12.2016 22:00,63.6670805562,100,87.173443495,100,87.0726225596,100,68.8973131161,100,60.7861213654,100,68.1169979819,100
06.12.2016 23:00,66.8266269978,100,69.4365876874,100,101.5316407295,100,68.2987140689,100,46.7390226898,100,67.6629215995,100
07.12.2016 00:00,68.2064768055,100,70.8015161304,100,93.3643178396,100,60.5830361945,100,45.9743603302,100,57.7956833631,100
07.12.2016 01:00,52.1938943945,100,67.1441246612,100,75.735133009,100,50.7625181011,100,46.8006559118,100,49.6238915994,100
07.12.2016 02:00,49.9656153034,100,50.9663627779,100,56.5984413846,100,44.7970210479,100,43.6030727599,100,48.1166554644,100
07.12.2016 03:00,47.7567980255,100,49.8241149001,100,45.2016316589,100,44.6955608033,100,40.3478447041,100,35.4643324934,100
07.12.2016 04:00,45.7891360598,100,48.8064563897,100,47.1352228958,100,47.2553072777,100,54.7057914613,100,35.2897342178,100
07.12.2016 05:00,43.5537898624,100,54.3621524499,100,44.7239567507,100,46.1218700339,100,45.7154954232,100,38.1562775349,100
07.12.2016 06:00,50.5353270738,100,61.54016159,100,72.1986820848,100,47.8158909286,100,39.5183200496,100,43.0332183518,100
07.12.2016 07:00,55.8929638674,100,88.2631052367,100,117.7100113699,100,52.8190525983,100,68.0534109488,100,50.0193440439,100
07.12.2016 08:00,59.8498713835,100,102.5577556338,100,141.3964730946,100,74.4259890352,100,60.8482481362,100,67.5182091831,100
07.12.2016 09:00,61.6529951894,100,153.1480320445,100,126.2496632827,100,85.6899757487,100,63.3634516039,100,64.296252162,100
07.12.2016 10:00,62.4591738624,100,98.6891211684,100,135.1179986483,100,80.7615512772,100,35.6212460401,100,70.4914276856,100
07.12.2016 11:00,55.9101416854,100,87.6199198739,100,145.9610818953,100,85.2172262239,100,30.1770829314,100,70.4825983426,100
07.12.2016 12:00,45.3531106479,100,90.4185534009,100,151.1866952502,100,82.7482525972,100,25.5471683545,100,60.6802808147,100
07.12.2016 13:00,45.5907015804,100,72.4150949415,100,145.5743825193,100,83.6274766042,100,33.7764236893,100,60.9033768713,100
07.12.2016 14:00,45.0977521555,100,101.1758837618,100,155.0279358843,100,73.200112729,100,35.8905992762,100,48.7221301269,100
07.12.2016 15:00,45.5925411524,100,122.2155663856,100,95.2655055056,100,82.7954746657,100,27.2326879221,100,55.0788931048,100
07.12.2016 16:00,36.3783338888,100,88.4681532502,100,12.7102030316,100,39.0260851935,100,26.3735121424,100,55.8530991284,100
07.12.2016 17:00,38.069607855,100,82.1627911178,100,18.3506887177,100,56.7389584555,100,33.5376736713,100,67.8102829083,100
07.12.2016 18:00,46.5415482457,100,111.1053398862,100,70.242810258,100,84.6344812606,100,37.1351878793,100,69.3937545355,100
07.12.2016 19:00,47.5973449864,100,100.2536579451,100,90.7488525756,100,80.1179873761,100,68.9754991267,100,57.9308555752,100
07.12.2016 20:00,57.0409744047,100,95.1100565041,100,98.0866698442,100,72.5668859959,100,67.7462640949,100,58.9007176965,100
07.12.2016 21:00,53.4875229376,100,102.1874663804,100,97.3549314212,100,69.2845311254,100,47.6927809296,100,60.2923747235,100
07.12.2016 22:00,47.110512896,100,88.7804586371,100,102.2891995613,100,63.072585576,100,46.815271125,100,59.5004248203,100
07.12.2016 23:00,44.7994245983,100,75.4386614102,100,87.4407889391,100,56.5597262114,100,47.4861865321,100,56.1747254271,100
08.12.2016 00:00,43.1490108512,100,78.6488799535,100,67.5009647154,100,52.5863068896,100,42.8176919975,100,53.2880678392,100
08.12.2016 01:00,41.3820705508,100,58.2486098575,100,64.9668610309,100,46.9366651976,100,40.080666023,100,46.5518822932,100
08.12.2016 02:00,38.8679001413,100,53.6350035056,100,52.1460639448,100,42.0908999241,100,36.2879685675,100,41.9605865183,100
08.12.2016 03:00,36.1265351403,100,44.406695912,100,39.92042235,100,37.5368827582,100,28.4851654296,100,39.0793821185,100
08.12.2016 04:00,36.1879004581,100,44.206142464,100,38.4647659212,100,33.7232396809,100,34.9163349992,100,34.901801324,100
08.12.2016 05:00,40.4992411917,100,42.5562899843,100,39.9179969201,100,31.6838283214,100,27.4703235251,100,31.3369168226,100
08.12.2016 06:00,60.2599270602,100,43.4050855203,100,51.8383087818,100,31.7675284153,100,31.959302796,100,27.9124996542,100
08.12.2016 07:00,55.6837307556,100,57.794575896,100,75.4662851184,100,40.5522810361,100,49.6002835548,100,35.5794909415,100
08.12.2016 08:00,60.6838446515,100,112.2503862981,100,86.7610596183,100,64.9353432376,100,66.7509653002,100,53.5576548252,100
08.12.2016 09:00,74.8364473797,100,111.5577135661,100,98.1282184704,100,71.5551847896,100,67.3787335059,100,,0
08.12.2016 10:00,78.8348001246,100,101.2006226102,100,74.378082168,100,73.3402466785,100,60.0877816798,100,53.9609298573,100
08.12.2016 11:00,68.4879456035,100,87.8581347517,100,88.3187668088,100,53.3802824521,100,88.9044610006,100,53.3990211411,100
08.12.2016 12:00,,0,97.569173534,100,,0,59.8592112091,100,57.5303802651,100,66.5252076901,100
08.12.2016 13:00,71.5081691594,100,118.8066036123,100,116.330367707,100,56.5879888834,100,,0,87.6145149203,100
08.12.2016 14:00,70.2199357605,100,111.275762143,100,142.440760498,100,110.5532534599,100,104.2093866603,100,85.9775207429,100
08.12.2016 15:00,88.6980402734,100,168.5450215335,100,71.401247814,100,95.3658273572,100,101.7368115609,100,94.3750616377,100
08.12.2016 16:00,74.2204368675,100,133.0733059429,100,156.8579688067,100,97.4234567294,100,84.3964869765,100,112.9008216847,100
08.12.2016 17:00,80.3947292696,100,125.8834433257,100,136.0842046626,100,116.470432391,100,122.3420207593,100,103.4579751163,100
08.12.2016 18:00,96.1156805815,100,112.8894909172,100,153.5653854442,100,130.6937839746,100,102.1514457795,100,91.9441517047,100
08.12.2016 19:00,129.2692442855,100,96.9022357602,100,156.1468374664,100,102.3110245094,100,72.760128842,100,74.0888891007,100
08.12.2016 20:00,128.0594437221,100,89.4603320702,100,133.6487276585,100,88.3859048706,100,64.5617986312,100,91.5261547349,100
08.12.2016 21:00,133.6298606747,100,85.0949085397,100,127.5470670368,100,89.0745340301,100,50.9821655471,100,66.602253524,100
08.12.2016 22:00,120.989604476,100,75.5886364819,100,109.4776296466,100,79.7746619049,100,58.2283610927,100,53.8474307731,100
08.12.2016 23:00,114.0743792644,100,72.4178403756,100,94.9055622481,100,68.3065579172,100,33.9663139735,100,69.8552081535,100
09.12.2016 00:00,90.7877560053,100,76.4003084514,100,87.9955840913,100,66.058968405,100,38.2123495001,100,61.4682105489,100
09.12.2016 01:00,86.3287587292,100,62.3713411986,100,80.0543551923,100,57.0699845433,100,53.1806887428,100,37.166393263,100
09.12.2016 02:00,76.0763890087,100,57.0392938328,100,70.6609614527,100,48.2034694414,100,39.2946539759,100,29.8496882312,100
09.12.2016 03:00,64.4317082987,100,57.4215581546,100,63.332289337,100,42.3682480495,100,48.127204745,100,29.7108375525,100
09.12.2016 04:00,64.6201568879,100,50.3051263389,100,56.135043551,100,32.963068592,100,12.290324235,100,19.2787469076,100
09.12.2016 05:00,62.2381894796,100,38.592147104,100,52.5345367178,100,39.9380895377,100,58.5898769065,100,21.0660425383,100
09.12.2016 06:00,72.0325159398,100,44.8056599431,100,65.8399324413,100,38.3289635869,100,59.902578243,100,30.6232786409,100
09.12.2016 07:00,107.3586549746,100,62.4993841107,100,119.1916005142,100,63.645980588,100,59.685503277,100,46.2341082467,100
09.12.2016 08:00,148.7990504515,100,75.3304912364,100,128.125980631,100,84.3642698316,100,76.8319180357,100,61.0817526071,100
09.12.2016 09:00,147.3911011257,100,93.4747138415,100,137.2687848479,100,91.4359580113,100,83.2159768043,100,71.7816533236,100
09.12.2016 10:00,149.7806333669,100,85.178397385,100,139.8603991278,100,,0,93.5719753963,100,74.4556277325,100
09.12.2016 11:00,181.728562872,100,,0,155.6763152415,100,102.2481558124,100,101.6027156973,100,78.2325518266,100
09.12.2016 12:00,147.6239913473,100,138.7632717576,100,185.1305687645,100,118.1596247998,100,64.6023370719,100,109.1140142793,100
09.12.2016 13:00,116.9133772312,100,152.2186768223,100,180.5918019129,100,123.4552483267,100,76.4918141963,100,98.4420629317,100
09.12.2016 14:00,104.1025978042,100,141.4319479402,100,173.0185108616,100,131.1306621539,100,63.7250748212,100,82.7737031151,100
09.12.2016 15:00,108.5658918136,100,114.6009626006,100,177.9365205973,100,111.875070972,100,53.7849492287,100,95.7276349128,100
09.12.2016 16:00,81.1986714839,100,114.279201329,100,157.6670114074,100,126.2300868228,100,53.5686277116,100,80.8401176097,100
09.12.2016 17:00,119.1693034362,100,90.631651459,100,168.2217705146,100,127.7824322442,100,59.9438846781,100,100.8455481224,100
09.12.2016 18:00,150.6916200914,100,98.7398938176,100,146.5830169111,100,98.4974270202,100,94.1783207431,100,73.8695892193,100
09.12.2016 19:00,152.2497464064,100,87.9537518798,100,151.2958010239,100,81.5313816813,100,92.2822992506,100,59.622714652,100
09.12.2016 20:00,129.6803690113,100,125.5291234675,100,114.370572546,100,69.6645726141,100,87.2608637524,100,69.0686639528,100
09.12.2016 21:00,124.8469687699,100,88.2387629997,100,112.1956828766,100,72.9522353814,100,103.7151696744,100,69.3420114699,100
09.12.2016 22:00,111.6901083216,100,99.1494562199,100,98.4972898184,100,65.6203066721,100,78.1697601894,100,81.8240711793,100
09.12.2016 23:00,92.3259369142,100,79.3451644842,100,87.3439993363,100,64.8946250662,100,74.7688726008,100,70.2470277303,100
